"","g05_01","g05_02","g05_03","g05_04","g05_05","g05_06","g05_07","g05_08","g05_09","g05_10","g05_11","g05_12","g05_13","g05_14","g05_15","g05_16","g05_17","g05_18","g05_19","g05_20","g05_21","g05_22","g05_23","g05_24","g05_25","g05_26","g05_27","g05_28","g05_29","g05_30","g05_31","g05_32","g05_33","g05_34","g05_35","g05_36","g05_37","g05_38","g05_39","g05_40","g05_41","g05_42","g05_43","g05_44","g05_45","g05_46","g05_47","g05_48","g05_49","g05_50","g05_51","g05_52","g05_53","g05_54","g05_55","g05_56","g05_57","g05_58","g05_59","g05_60","g05_61","g05_62","g05_63","g05_64","g05_65","g05_66","g05_67","g05_68","g05_69","g05_70","g05_71","g05_72","g05_73","g05_74","g05_75","g05_76","g05_77","g05_78","g05_79","g05_80","g05_81","g05_82","g05_83","g05_84","g05_85"
"928667","rabbit","bird","human","duck","squirrel","chipmunk","","","","","","","","","","","","","","","earthworm","","","","","","","","","","","","","","","","","","","","cat","lion","tiger","","","","","","","","","","","","","","","","","","ocelot","panther","bird","robin","oriol","sparrow","bluejai","","","","","","","","","","","","","","","","","",""
"903151","dog","cat","cow","hors","rabbit","coyot","","","","","","","","","","","","","","","eleph","zebra","","","","","","","","","","","","","","","","","","","bear","donkei","hors","cow","llama","","","","","","","","","","","","","","","","buffalo","","","","","","","","","","","","","","","","","","","","","","","",""
"906920","cat","dog","woodchuck","bird","owl","rabbit","mous","","","","","","","","","","","","","","chinchilla","fish","cow","hors","poni","","","","","","","","","","","","","","","","chicken","duck","goos","","","","","","","","","","","","","","","","","","bear","","","","","","","","","","","","","","","","","","","","","","","",""
"908130","rabbit","squirrel","monkei","buffalo","holstein","hors","sheep","pig","chicken","pheasant","goos","duck","bear","","","","","","","","moos","mountainlion","leopard","eleph","rhino","hippo","kangaroo","giraff","camel","dog","cat","","","","","","","","","","guineapig","badger","opossum","allig","chimp","rabbit","","","","","","","","","","","","","","","guineapig","pheasant","quail","dove","pigeon","sparrow","robin","cardin","bluebird","chipmunk","","","","","","","","","","","","","","",""
"900273","spider","monkei","dog","cat","rabbit","hors","pig","","","","","","","","","","","","","","mous","hamster","guineapig","gerbil","rat","","","","","","","","","","","","","","","","sheep","deer","beaver","badger","woodchuck","","","","","","","","","","","","","","","","cow","","","","","","","","","","","","","","","","","","","","chicken","","","",""
"923511","dog","hors","cat","eleph","cow","bull","cat","kitten","","","","","","","","","","","","","bird","allig","monkei","cheetah","tiger","","","","","","","","","","","","","","","","chicken","pig","","","","","","","","","","","","","","","","","","","zebra","camel","","","","","","","","","","","","","","","","","","","","","","",""
"916824","cat","dog","fish","squirrel","rabbit","turtl","hors","moos","bear","fox","","","","","","","","","","","tiger","lion","zebra","raccoon","chipmunk","","","","","","","","","","","","","","","","pigeon","heron","blueheron","flamingo","","","","","","","","","","","","","","","","","parrot","monkei","","","","","","","","","","","","","","","","","","","chimp","orangutan","","",""
"904210","hors","eleph","tiger","lion","goat","","","","","","","","","","","","","","","","cow","pig","bull","deer","rabbit","squirrel","","","","","","","","","","","","","","","muskrat","skunk","goat","","","","","","","","","","","","","","","","","","gull","","","","","","","","","","","","","","","","","","","","","","","",""
"917357","deer","cow","hors","dog","cat","lion","tiger","moos","deer","raccoon","rabbit","lion","tiger","zebra","eleph","","","","","","bird","chicken","bird","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","rabbit","chipmunk","gopher","canari","","","","","","","","","","","","","","","","","","","","",""
"918685","dog","bird","cat","squirrel","bobcat","deer","antelop","moos","muskrat","","","","","","","","","","","","hamster","fish","ferret","allig","","","","","","","","","","","","","","","","","lion","sheep","hors","duck","cow","chicken","","","","","","","","","","","","","","","rat","","","","","","","","","","","","","","","","","","","","elk","","","",""
"910572","dog","cat","squirrel","bird","cow","hors","","","","","","","","","","","","","","","bear","caterpillar","eleph","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","elk","moos","deer","","","","","","","","","","","","","","","","","","","","","",""
"924589","ant","dog","cat","ferret","elk","llama","lion","tiger","","","","","","","","","","","","","panda","gorilla","mous","squirrel","opossum","raccoon","","","","","","","","","","","","","","","deer","","","","","","","","","","","","","","","","","","","","leopard","zebra","eleph","allig","dolphin","whale","","","","","","","","","","","","","","","","","","",""
"915499","cat","dog","lion","tiger","zebra","giraff","bat","marmoset","koala","kangaroo","","","","","","","","","","","cow","hors","pig","","","","","","","","","","","","","","","","","","duck","","","","","","","","","","","","","","","","","","","","gorilla","chimp","snak","","","","","","","","","","","","","","","","","","","","","",""
"929709","cat","dog","hors","rabbit","chicken","","","","","","","","","","","","","","","","bear","lion","","","","","","","","","","","","","","","","","","","gorilla","monkei","","","","","","","","","","","","","","","","","","","hors","cat","dog","rabbit","","","","","","","","","","","","","","","","","","","","",""
"902502","cat","dog","mous","rat","hors","eleph","lion","zebra","tiger","eleph","","","","","","","","","","","dog","bear","deer","elk","moos","raccoon","muskrat","","","","","","","","","","","","","","beaver","rabbit","fox","wolf","","","","","","","","","","","","","","","","","coyot","buffalo","cow","bison","waterbuffalo","hyena","","","","","","","","","","","","","","","","","","",""
"933643","hors","cow","pig","dog","cat","monkei","eleph","giraff","goat","mule","","","","","","","","","","","eleph","bear","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","deer","moos","","","","","","","","","","","","","","","","","","","","","","",""
"910231","skunk","dog","cat","antelop","bear","deer","fox","buffalo","","","","","","","","","","","","","bird","goat","cow","hors","sheep","","","","","","","","","","","","","","","","kangaroo","mous","","","","","","","","","","","","","","","","","","","tiger","lion","eleph","","","","","","","","","","","","","","","","","","","","","",""
"901842","cat","dog","hors","cow","pig","bird","giraff","eleph","monkei","turtl","fish","","","","","","","","","","albatross","","","","","","","","","","","","","","","","","","","","whale","shark","seahors","","","","","","","","","","","","","","","","","","deer","bear","polarbear","dolphin","","","","","","","","","","","","","","","","","seal","","","",""
"915381","dog","cat","hors","cow","pig","goat","chicken","hen","rooster","","","","","","","","","","","","calf","","","","","","","","","","","","","","","","","","","","dog","buffalo","","","","","","","","","","","","","","","","","","","bunni","rabbit","","","","","","","","","","","","","","","","","","","","","","",""
"900724","muskrat","beaver","otter","lion","tiger","leopard","mountainlion","eleph","giraff","zebra","rhino","","","","","","","","","","hippo","monkei","cow","hors","pig","","","","","","","","","","","","","","","","dog","cat","rat","deer","moos","caribou","","","","","","","","","","","","","","","wolf","fox","badger","ferret","minx","chipmunk","squirrel","","","","","","","","","","","","","","","","","",""
"907264","bear","lion","dog","tiger","deer","opossum","coon","rabbit","fox","squirrel","","","","","","","","","","","eleph","monkei","mous","","","","","","","","","","","","","","","","","","cat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"908753","dog","cat","bunni","guineapig","hamster","cow","hors","chicken","sheep","pig","giraff","bear","monkei","","","","","","","","gorilla","tiger","lion","gazel","buffalo","waterbuffalo","","","","","","","","","","","","","","","python","","","","","","","","","","","","","","","","","","","","raccoon","opossum","squirrel","mole","skunk","deer","antelop","","","","","","","","","","","","","","moos","caribou","","",""
"910512","dog","cat","cow","hors","chicken","duck","bear","panther","jaguar","lion","tiger","","","","","","","","","","wolf","deer","eleph","","","","","","","","","","","","","","","","","","zebra","antelop","pig","","","","","","","","","","","","","","","","","","sheep","duck","rabbit","","","","","","","","","","","","","","","","","","","","","",""
"914045","cat","dog","hors","cow","deer","tiger","lion","cheetah","bird","","","","","","","","","","","","camel","eleph","zebra","coyot","fox","turkei","pheasant","","","","","","","","","","","","","","donkei","mule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"901141","cow","pig","chicken","turkei","hors","zebra","goat","sheep","tiger","","","","","","","","","","","","lion","eleph","monkei","ap","bird","","","","","","","","","","","","","","","","deer","rat","cat","","","","","","","","","","","","","","","","","","raccoon","badger","mous","chipmunk","","","","","","","","","","","","","","","","","","","","",""
"930705","dog","cat","fox","wolf","zebra","camel","giraff","hors","lion","leopard","","","","","","","","","","","bear","cub","monkei","gorilla","tiger","lamb","","","","","","","","","","","","","","","cow","pig","chicken","","","","","","","","","","","","","","","","","","eleph","mous","colt","","","","","","","","","","","","","","","","","","","","","",""
"910822","deer","squirrel","opossum","raccoon","cow","hors","pig","sheep","","","","","","","","","","","","","moos","elk","dog","cat","","","","","","","","","","","","","","","","","chipmunk","deer","","","","","","","","","","","","","","","","","","","rhino","eleph","giraff","lion","hippo","","","","","","","","","","","","","","","","","","","",""
"913909","cat","dog","eleph","giraff","wolf","tiger","cheetah","bird","fish","snak","","","","","","","","","","","hors","cow","pig","chicken","goat","sheep","","","","","","","","","","","","","","","bear","deer","kitten","rabbit","gerbil","","","","","","","","","","","","","","","","ferret","allig","crocodil","","","","","","","","","","","","","","","","","","","","","",""
"926335","rat","mous","squirrel","bird","hors","eleph","zebra","kangaroo","leopard","wolf","deer","","","","","","","","","","cat","dog","rabbit","monkei","","","","","","","","","","","","","","","","","hippo","","","","","","","","","","","","","","","","","","","","cow","pig","sheep","goat","","","","","","","","","","","","","","","","","","","","",""
"929754","cow","pig","hors","sheep","lamb","otter","squirrel","chipmunk","mink","giraff","eleph","","","","","","","","","","monkei","lion","","","","","","","","","","","","","","","","","","","donkei","hors","mous","rat","gerbil","","","","","","","","","","","","","","","","dog","cat","","","","","","","","","","","","","","","","","","","","","","",""
"900511","dog","cat","lion","tiger","cow","pig","rooster","tiger","giraff","eleph","","","","","","","","","","","monkei","hors","","","","","","","","","","","","","","","","","","","giraff","hippo","allig","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
